Member_ID,First_name,Last_name,Membership_Type,Borrowing_Limit,Membership_Duration,Violations
5984,Karen,Hubbard,Student Membership,10,1,0
5985,Tracy,Fischer,Family Membership,10,1,1
5986,Renee,Barajas,Individual Membership,5,1,3
5987,Catherine,Horne,Family Membership,10,1,4
5988,Faith,Williams,Student Membership,10,3,4
5989,Bruce,Morrow,Student Membership,10,5,5
5990,Megan,Knapp,Student Membership,10,1,5
5991,Tanya,Mitchell,Student Membership,10,1,2
5992,Sarah,Reed,Family Membership,10,4,5
5993,Jason,Price,Family Membership,10,3,0
5994,Rebecca,Vincent,Individual Membership,5,2,3
5995,Julia,Ford,Family Membership,10,1,4
5996,Kyle,Collier,Individual Membership,5,4,5
5997,Meagan,Wolf,Individual Membership,5,1,3
5998,Janet,Brown,Student Membership,10,3,0
5999,Amanda,Williams,Individual Membership,5,4,5
6000,Andrea,Harris,Student Membership,10,2,4
6001,Jason,Vega,Individual Membership,5,1,4
6002,Brian,Dennis,Student Membership,10,4,5
6003,Christine,Jacobs,Family Membership,10,5,0
6004,Samuel,Moore,Family Membership,10,2,4
6005,Nicole,Lopez,Family Membership,10,1,5
6006,Gavin,Cabrera,Individual Membership,5,3,3
6007,Dean,Erickson,Family Membership,10,2,2
6008,Travis,Knight,Student Membership,10,3,3
6009,Edward,Weaver,Individual Membership,5,1,5
6010,Tyler,Johnson,Student Membership,10,4,5
6011,Jessica,Macias,Individual Membership,5,2,5
6012,Lisa,Taylor,Family Membership,10,2,4
6013,David,Clark,Family Membership,10,4,0
6014,Amanda,Contreras,Student Membership,10,5,4
6015,Jennifer,Sherman,Student Membership,10,2,1
6016,Willie,Delgado,Individual Membership,5,5,1
6017,Melissa,Turner,Student Membership,10,1,3
6018,Edward,Bass,Individual Membership,5,4,5
6019,Laurie,Bryan,Individual Membership,5,2,4
6020,Cheryl,Farmer,Family Membership,10,4,1
6021,Jeff,Lozano,Individual Membership,5,2,1
6022,Jason,Hampton,Student Membership,10,5,5
6023,Stacy,Wright,Individual Membership,5,2,0
6024,Rose,Nicholson,Student Membership,10,5,5
6025,Michaela,Cruz,Individual Membership,5,4,0
6026,Emily,Crawford,Student Membership,10,4,0
6027,Adam,Duncan,Student Membership,10,2,0
6028,Maureen,Harris,Individual Membership,5,4,0
6029,Brandon,Harrison,Individual Membership,5,4,2
6030,Paul,Nelson,Student Membership,10,4,4
6031,Craig,Clarke,Individual Membership,5,3,4
6032,Mary,Guerrero,Family Membership,10,1,4
6033,Lisa,Davies,Family Membership,10,1,4
6034,Jacqueline,Graham,Individual Membership,5,3,2
6035,Heather,Williams,Student Membership,10,1,1
6036,Susan,Valdez,Individual Membership,5,4,1
6037,Antonio,Steele,Student Membership,10,4,2
6038,Patricia,Williams,Family Membership,10,5,4
6039,Gregory,Gibson,Individual Membership,5,2,2
6040,Bradley,Chapman,Individual Membership,5,3,3
6041,Shane,Brown,Family Membership,10,2,1
6042,Matthew,Mathis,Individual Membership,5,5,5
6043,Erika,Sosa,Individual Membership,5,2,3
6044,Thomas,Shaw,Family Membership,10,1,0
6045,Adriana,Sullivan,Student Membership,10,1,4
6046,Michelle,Baker,Individual Membership,5,5,2
6047,Leah,Grimes,Student Membership,10,2,3
6048,Vincent,Carpenter,Individual Membership,5,2,4
6049,Michael,Chase,Student Membership,10,5,0
6050,Jenna,Patterson,Student Membership,10,3,4
6051,Monica,Garcia,Family Membership,10,4,1
6052,Denise,Reed,Family Membership,10,1,0
6053,Lisa,Carr,Family Membership,10,5,4
6054,Catherine,Hernandez,Student Membership,10,5,2
6055,Robert,Brooks,Student Membership,10,4,3
6056,Jack,Vargas,Family Membership,10,3,5
6057,James,Smith,Student Membership,10,1,0
6058,Theresa,Graves,Family Membership,10,3,2
6059,Dylan,Scott,Individual Membership,5,1,0
6060,David,Shaffer,Individual Membership,5,4,5
6061,Deborah,White,Family Membership,10,3,2
6062,Jennifer,Williams,Family Membership,10,3,0
6063,Brian,Clark,Family Membership,10,5,5
6064,Carol,Hansen,Student Membership,10,1,2
6065,Carol,Simpson,Individual Membership,5,5,5
6066,Amy,Moore,Individual Membership,5,3,1
6067,Julie,Brown,Individual Membership,5,3,0
6068,Jason,Mitchell,Family Membership,10,4,4
6069,Ryan,Wagner,Individual Membership,5,1,3
6070,Matthew,Gonzalez,Family Membership,10,2,5
6071,Maria,Griffin,Individual Membership,5,3,0
6072,Bruce,Benson,Family Membership,10,2,3
6073,Ashley,Lozano,Family Membership,10,5,4
6074,Elizabeth,Brown,Student Membership,10,4,1
6075,Shelly,Hensley,Individual Membership,5,4,2
6076,Jacob,Anderson,Individual Membership,5,3,1
6077,Robert,Johnson,Student Membership,10,2,5
6078,Marc,Logan,Individual Membership,5,5,1
6079,Laurie,Dunn,Family Membership,10,3,2
6080,Sierra,Young,Individual Membership,5,5,1
6081,Robert,Shaw,Student Membership,10,4,4
6082,Jessica,Pearson,Individual Membership,5,3,4
6083,Natasha,Allen,Student Membership,10,4,3
6084,Kathy,Gonzalez,Student Membership,10,4,5
6085,Jesse,Anderson,Individual Membership,5,5,1
6086,Erin,Ray,Individual Membership,5,1,1
6087,Michael,Allen,Family Membership,10,2,5
6088,Donna,Schneider,Student Membership,10,5,5
6089,Drew,Sharp,Individual Membership,5,1,4
6090,George,Diaz,Student Membership,10,5,3
6091,Christopher,Lopez,Family Membership,10,3,5
6092,Richard,Williams,Individual Membership,5,1,4
6093,Sherry,Greene,Family Membership,10,2,4
6094,Jodi,Sanchez,Family Membership,10,5,1
6095,Deanna,Carter,Student Membership,10,4,3
6096,Greg,Smith,Individual Membership,5,4,3
6097,Karen,Anderson,Student Membership,10,5,1
6098,Paul,Perry,Student Membership,10,3,5
6099,Dylan,Martinez,Individual Membership,5,1,4
6100,Michael,Scott,Individual Membership,5,3,2
6101,Travis,Mcmahon,Individual Membership,5,5,5
6102,Jacqueline,Hughes,Family Membership,10,2,0
6103,Tonya,Middleton,Student Membership,10,1,0
6104,Walter,Welch,Student Membership,10,5,3
6105,Pamela,Bauer,Family Membership,10,4,3
6106,Garrett,Williams,Student Membership,10,5,3
6107,Zachary,Cole,Individual Membership,5,3,5
6108,Bradley,Walker,Family Membership,10,2,0
6109,Jesse,Shannon,Individual Membership,5,1,5
6110,Marisa,Lawson,Family Membership,10,1,5
6111,Mark,Schmidt,Student Membership,10,2,4
6112,Christopher,Holden,Family Membership,10,4,2
6113,Samuel,Smith,Family Membership,10,2,2
6114,Elizabeth,Fleming,Family Membership,10,3,5
6115,Mary,Hall,Individual Membership,5,2,1
6116,Jennifer,Larson,Student Membership,10,3,5
6117,Anne,Hays,Individual Membership,5,1,1
6118,Erika,Hoover,Student Membership,10,2,1
6119,David,Wolfe,Family Membership,10,1,1
6120,Pamela,Farmer,Family Membership,10,3,4
6121,Darrell,Holland,Family Membership,10,2,1
6122,Jared,Patel,Family Membership,10,4,5
6123,Diane,Stone,Individual Membership,5,3,4
6124,Kyle,Alvarado,Student Membership,10,3,1
6125,Michael,Atkins,Individual Membership,5,4,2
6126,Michael,Lewis,Family Membership,10,4,5
6127,Allen,Allen,Individual Membership,5,1,5
6128,Anthony,Greer,Individual Membership,5,2,5
6129,Ethan,Contreras,Student Membership,10,4,0
6130,Robert,Guerrero,Individual Membership,5,1,2
6131,Kimberly,Malone,Family Membership,10,1,4
6132,Darrell,Peterson,Student Membership,10,3,2
6133,Connie,Smith,Student Membership,10,3,5
6134,Melissa,Rodriguez,Family Membership,10,5,1
6135,Amy,Weber,Student Membership,10,1,0
6136,Lisa,Flores,Family Membership,10,1,2
6137,Dawn,Dunn,Individual Membership,5,4,3
6138,Dana,Sanders,Student Membership,10,2,1
6139,Kimberly,Welch,Individual Membership,5,5,4
6140,Janet,Rice,Student Membership,10,1,0
6141,Sheena,Adams,Individual Membership,5,2,5
6142,Courtney,Jackson,Individual Membership,5,2,0
6143,Joel,Garcia,Family Membership,10,4,2
6144,Jeffrey,Weaver,Individual Membership,5,5,0
6145,Heather,Nguyen,Family Membership,10,1,2
6146,Joel,Hernandez,Individual Membership,5,2,3
6147,Angela,Harrison,Family Membership,10,2,5
6148,Jason,Miller,Student Membership,10,4,1
6149,Connie,Stout,Family Membership,10,5,0
6150,Nicholas,Anderson,Student Membership,10,2,2
6151,John,Salinas,Individual Membership,5,5,5
6152,Rebecca,May,Individual Membership,5,3,3
6153,Thomas,Moreno,Family Membership,10,3,5
6154,Traci,Parsons,Family Membership,10,5,1
6155,Brian,Ward,Family Membership,10,2,4
6156,Mariah,Hudson,Family Membership,10,1,3
6157,Heather,White,Student Membership,10,4,1
6158,Alexander,Williams,Individual Membership,5,1,4
6159,Stephanie,Quinn,Family Membership,10,3,5
6160,Colleen,Harmon,Individual Membership,5,1,5
6161,Rachel,Page,Student Membership,10,4,1
6162,Alan,Munoz,Individual Membership,5,1,3
6163,Alicia,Taylor,Individual Membership,5,5,1
6164,Andrew,Flores,Family Membership,10,4,0
6165,Casey,Woodward,Family Membership,10,4,2
6166,Susan,Robbins,Individual Membership,5,1,5
6167,Susan,Wells,Student Membership,10,5,2
6168,Jessica,Lopez,Family Membership,10,3,2
6169,Tiffany,Arellano,Student Membership,10,4,3
6170,Teresa,Stephens,Family Membership,10,4,0
6171,Candice,Smith,Individual Membership,5,1,4
6172,Jim,Juarez,Individual Membership,5,1,1
6173,Carol,Olson,Student Membership,10,4,2
6174,Craig,Knight,Individual Membership,5,5,2
6175,Robert,Lucero,Family Membership,10,1,0
6176,Calvin,Gardner,Family Membership,10,1,3
6177,Deborah,Wilson,Student Membership,10,2,3
6178,Diana,Farley,Individual Membership,5,3,0
6179,Andrew,Marshall,Individual Membership,5,5,1
6180,Julie,Allen,Family Membership,10,5,0
6181,Anthony,Gonzalez,Family Membership,10,3,1
6182,Cheryl,Harris,Individual Membership,5,2,1
6183,Zachary,Mcdonald,Family Membership,10,4,4
6184,Allen,Vega,Individual Membership,5,4,3
6185,Jennifer,Conley,Student Membership,10,3,1
6186,Dylan,Miller,Family Membership,10,3,2
6187,Virginia,Nolan,Student Membership,10,5,0
6188,Bryan,Christensen,Student Membership,10,2,1
6189,Lori,Day,Family Membership,10,4,0
6190,Craig,Ochoa,Family Membership,10,2,1
6191,Eric,Ryan,Family Membership,10,2,1
6192,Adam,Jackson,Family Membership,10,3,1
6193,Brittany,Thompson,Student Membership,10,1,5
6194,Danielle,Barnes,Family Membership,10,3,0
6195,Haley,Solomon,Individual Membership,5,2,5
6196,Melissa,Martinez,Family Membership,10,3,3
6197,Rachel,Obrien,Student Membership,10,3,5
6198,Kevin,Manning,Student Membership,10,3,3
6199,Arthur,Kim,Student Membership,10,4,5
6200,Deborah,Powell,Family Membership,10,1,5
6201,Natalie,Wilkins,Family Membership,10,2,0
6202,Amber,Bailey,Individual Membership,5,5,3
6203,Walter,Barnett,Student Membership,10,4,2
6204,Marc,Stanton,Student Membership,10,2,2
6205,Kayla,Giles,Individual Membership,5,5,1
6206,Amber,Boyd,Family Membership,10,5,3
6207,Rick,Moore,Student Membership,10,3,2
6208,Adam,Green,Individual Membership,5,3,0
6209,Karen,Wagner,Family Membership,10,4,1
6210,Alex,Kent,Individual Membership,5,1,5
6211,April,Walker,Family Membership,10,2,5
6212,Julia,Cobb,Family Membership,10,1,2
6213,Vanessa,Jimenez,Student Membership,10,5,2
6214,Kevin,Perez,Individual Membership,5,4,5
6215,Robert,Stephens,Individual Membership,5,1,1
6216,Erik,Bradford,Family Membership,10,4,4
6217,Mary,Lozano,Student Membership,10,4,3
6218,Christine,Baker,Individual Membership,5,4,1
6219,Jennifer,Brown,Individual Membership,5,5,1
6220,Patrick,Raymond,Student Membership,10,5,4
6221,Matthew,Newton,Student Membership,10,3,2
6222,Brenda,Anthony,Individual Membership,5,2,4
6223,Patrick,Cooper,Individual Membership,5,1,5
6224,Alejandra,Cline,Individual Membership,5,2,2
6225,Jeffrey,Sanders,Student Membership,10,1,5
6226,Ruth,Burgess,Student Membership,10,1,0
6227,Paul,Hines,Student Membership,10,5,0
6228,Kristin,Hoover,Family Membership,10,2,1
6229,Jose,Taylor,Individual Membership,5,3,0
6230,Sandra,Alvarez,Individual Membership,5,1,1
6231,Danielle,Johnson,Student Membership,10,1,0
6232,Andrew,Cook,Student Membership,10,3,4
6233,Bruce,Mccoy,Student Membership,10,3,2
6234,Steve,Johnson,Individual Membership,5,1,4
6235,Cheryl,Haynes,Family Membership,10,4,4
6236,Denise,Berry,Individual Membership,5,1,1
6237,Angela,Smith,Individual Membership,5,4,3
6238,Tony,Gray,Student Membership,10,4,1
6239,Gary,Mccoy,Family Membership,10,5,5
6240,Aaron,Gross,Family Membership,10,3,3
6241,Julia,Giles,Family Membership,10,2,0
6242,Ernest,King,Family Membership,10,2,0
6243,Sarah,Brewer,Family Membership,10,3,0
6244,Brian,Roberts,Individual Membership,5,4,3
6245,Tonya,Wade,Student Membership,10,1,1
6246,John,Thompson,Family Membership,10,1,0
6247,Christina,Nelson,Family Membership,10,2,1
6248,Erik,Lee,Family Membership,10,1,2
6249,Angela,Taylor,Individual Membership,5,2,5
6250,Dylan,Rojas,Student Membership,10,3,4
6251,Donna,Marshall,Student Membership,10,2,0
6252,Scott,Nelson,Student Membership,10,2,1
6253,Teresa,Turner,Individual Membership,5,5,2
6254,Joseph,Sharp,Family Membership,10,1,1
6255,Susan,Torres,Student Membership,10,4,5
6256,Jackie,Garza,Family Membership,10,3,3
6257,Sara,Kim,Individual Membership,5,1,3
6258,Roy,Watson,Family Membership,10,1,1
6259,Joseph,Roberts,Student Membership,10,3,5
6260,Nicole,Bates,Student Membership,10,4,4
6261,Julie,Walker,Individual Membership,5,3,3
6262,Jason,Rodriguez,Family Membership,10,2,4
6263,Nicole,Reynolds,Individual Membership,5,4,1
6264,Gabriel,Yang,Individual Membership,5,4,2
6265,Rickey,Young,Individual Membership,5,5,2
6266,Michael,Vega,Student Membership,10,5,0
6267,John,Jones,Family Membership,10,3,4
6268,Patricia,Fields,Family Membership,10,3,4
6269,Bridget,Adams,Individual Membership,5,5,1
6270,Joshua,Green,Family Membership,10,5,4
6271,Kimberly,Curry,Individual Membership,5,1,0
6272,Linda,Andrews,Student Membership,10,5,5
6273,Jason,Lindsey,Individual Membership,5,3,1
6274,Mark,Fields,Student Membership,10,4,0
6275,Lisa,Hudson,Student Membership,10,1,4
6276,Zachary,Roberts,Individual Membership,5,2,4
6277,Elizabeth,Sosa,Student Membership,10,3,3
6278,Diana,Scott,Individual Membership,5,3,2
6279,Savannah,Johnson,Student Membership,10,1,4
6280,Don,Brooks,Family Membership,10,4,4
6281,Chelsea,Holder,Family Membership,10,4,0
6282,Brandy,Ryan,Student Membership,10,1,1
6283,Kelly,Smith,Individual Membership,5,1,2
6284,Donald,Cole,Student Membership,10,3,5
6285,Trevor,Wood,Student Membership,10,4,5
6286,Marissa,Wilson,Family Membership,10,1,0
6287,Melissa,Moreno,Individual Membership,5,2,1
6288,Morgan,Acosta,Individual Membership,5,1,0
6289,Kevin,Gardner,Family Membership,10,2,1
6290,Tony,Schroeder,Individual Membership,5,1,1
6291,Megan,Snyder,Student Membership,10,4,3
6292,Bryan,Walton,Family Membership,10,3,4
6293,Randall,Wolfe,Family Membership,10,1,1
6294,Brent,Liu,Student Membership,10,1,0
6295,Nina,Shea,Family Membership,10,4,4
6296,Trevor,Robinson,Individual Membership,5,1,2
6297,Keith,Webb,Family Membership,10,5,0
6298,Michele,Smith,Individual Membership,5,4,0
6299,Kelly,Anderson,Family Membership,10,4,5
6300,Eric,Kim,Individual Membership,5,2,5
6301,Beth,Ramos,Individual Membership,5,1,4
6302,Craig,Reyes,Individual Membership,5,3,1
6303,Erica,Lamb,Individual Membership,5,5,3
6304,Pamela,Mcdowell,Family Membership,10,1,0
6305,Michael,Scott,Family Membership,10,5,1
6306,Jonathan,Smith,Individual Membership,5,1,2
6307,Jennifer,Bass,Individual Membership,5,2,4
6308,Eric,David,Family Membership,10,3,3
6309,Donna,Johnson,Individual Membership,5,2,0
6310,Timothy,Fleming,Individual Membership,5,5,5
6311,Barbara,Carter,Individual Membership,5,2,1
6312,Marcus,Young,Family Membership,10,4,3
6313,Samantha,Curry,Family Membership,10,2,4
6314,Mary,Smith,Individual Membership,5,3,4
6315,Natalie,Wolf,Individual Membership,5,5,4
6316,David,Bartlett,Student Membership,10,1,5
6317,Samantha,Mullins,Student Membership,10,3,3
6318,Crystal,Johnson,Family Membership,10,5,2
6319,Mark,Clark,Individual Membership,5,4,5
6320,Fernando,Williams,Family Membership,10,2,4
6321,Penny,Walker,Individual Membership,5,3,1
6322,Anthony,Arias,Student Membership,10,2,0
6323,Robert,Mccoy,Individual Membership,5,2,1
6324,Karen,Aguilar,Student Membership,10,5,5
6325,Steven,Chen,Individual Membership,5,1,0
6326,Laurie,Aguilar,Family Membership,10,3,3
6327,Mary,Cline,Individual Membership,5,2,0
6328,Robert,Mcdonald,Individual Membership,5,4,3
6329,Caitlin,Cain,Individual Membership,5,4,5
6330,Jose,Smith,Individual Membership,5,3,3
6331,Alexander,Freeman,Family Membership,10,4,4
6332,Robert,Yang,Individual Membership,5,1,1
6333,Craig,Aguilar,Student Membership,10,3,5
6334,Pamela,Hughes,Student Membership,10,3,3
6335,Matthew,Lozano,Individual Membership,5,3,1
6336,Ashley,Anderson,Individual Membership,5,5,4
6337,Matthew,Lopez,Individual Membership,5,4,0
6338,Renee,Hamilton,Family Membership,10,1,3
6339,Steven,Pierce,Individual Membership,5,4,3
6340,Pamela,Atkins,Individual Membership,5,4,3
6341,Melissa,Molina,Family Membership,10,5,1
6342,Jennifer,Wilson,Individual Membership,5,2,2
6343,Courtney,Rodgers,Family Membership,10,3,3
6344,Mary,Snow,Individual Membership,5,5,4
6345,Amanda,Harris,Individual Membership,5,1,1
6346,Joseph,Greene,Family Membership,10,5,4
6347,Katherine,Archer,Family Membership,10,2,4
6348,Patricia,Estrada,Family Membership,10,3,3
6349,Kristin,Hanson,Student Membership,10,2,5
6350,Kaitlyn,Palmer,Family Membership,10,5,2
6351,Susan,Grimes,Family Membership,10,2,3
6352,Matthew,Moore,Student Membership,10,3,4
6353,Gary,Cook,Individual Membership,5,3,2
6354,John,Barnett,Individual Membership,5,2,0
6355,Andrea,Walker,Student Membership,10,4,2
6356,Daniel,Moore,Student Membership,10,3,3
6357,Michelle,Leonard,Individual Membership,5,5,1
6358,Erin,Baker,Individual Membership,5,4,3
6359,Daryl,Dunlap,Individual Membership,5,5,5
6360,Jeremy,Thompson,Family Membership,10,4,5
6361,Jennifer,Holland,Student Membership,10,5,2
6362,Susan,Allen,Student Membership,10,1,3
6363,Charles,Green,Individual Membership,5,3,0
6364,Joy,Alexander,Student Membership,10,3,3
6365,Brooke,Williams,Individual Membership,5,4,3
6366,Anthony,Freeman,Family Membership,10,4,1
6367,Marie,Miller,Individual Membership,5,1,5
6368,Alice,Rodriguez,Individual Membership,5,4,1
6369,Cassandra,Lee,Individual Membership,5,1,4
6370,Mary,Davis,Student Membership,10,3,2
6371,Joshua,Sanchez,Individual Membership,5,4,3
6372,Jessica,Smith,Student Membership,10,2,4
6373,Sarah,Sanchez,Family Membership,10,1,5
6374,Stacy,Hernandez,Family Membership,10,1,4
6375,Brian,Lopez,Individual Membership,5,1,5
6376,Shannon,Harrington,Individual Membership,5,1,1
6377,Michael,Coffey,Family Membership,10,5,0
6378,Taylor,Johnson,Family Membership,10,5,5
6379,Cynthia,Edwards,Student Membership,10,1,1
6380,Martin,Brown,Individual Membership,5,2,2
6381,Mary,Cooke,Student Membership,10,1,0
6382,Rodney,Hamilton,Student Membership,10,5,1
6383,Melody,English,Family Membership,10,2,3
6384,Ian,Turner,Student Membership,10,4,1
6385,Jordan,Wagner,Family Membership,10,1,0
6386,Stephanie,Luna,Family Membership,10,5,5
6387,Andrew,Maldonado,Student Membership,10,4,0
6388,David,Lee,Individual Membership,5,3,3
6389,Richard,Summers,Family Membership,10,3,4
6390,Lisa,Tucker,Family Membership,10,1,5
6391,Amy,Mendez,Student Membership,10,2,0
6392,Michelle,Lopez,Student Membership,10,5,3
6393,Ashlee,Kelley,Individual Membership,5,2,2
6394,Christopher,Gentry,Family Membership,10,5,4
6395,Darryl,Martin,Family Membership,10,4,2
6396,Dorothy,Ramirez,Individual Membership,5,2,3
6397,Clinton,Walker,Individual Membership,5,1,2
6398,Marc,Hanson,Individual Membership,5,3,5
6399,Shannon,Flowers,Individual Membership,5,2,2
6400,Jason,Nelson,Individual Membership,5,2,5
6401,Destiny,Smith,Student Membership,10,1,1
6402,William,Bailey,Student Membership,10,3,2
6403,Lisa,Barnett,Student Membership,10,1,4
6404,Tyler,Conway,Student Membership,10,3,1
6405,Jose,Cook,Individual Membership,5,4,0
6406,Christopher,Morrison,Student Membership,10,5,2
6407,Tony,Williams,Individual Membership,5,1,2
6408,Jennifer,Parrish,Family Membership,10,4,4
6409,Kathleen,Jones,Student Membership,10,5,3
6410,Mark,Delgado,Student Membership,10,3,3
6411,Jeanette,Norman,Student Membership,10,1,0
6412,Victoria,Mathis,Student Membership,10,1,5
6413,Julia,Martin,Individual Membership,5,3,5
6414,Jonathan,Hamilton,Individual Membership,5,2,5
6415,Andrew,Conrad,Family Membership,10,5,3
6416,Richard,Morris,Student Membership,10,1,0
6417,Richard,Pollard,Individual Membership,5,3,3
6418,Jeremiah,Mendoza,Family Membership,10,2,1
6419,Shelby,Wolf,Student Membership,10,3,3
6420,Matthew,Daniels,Family Membership,10,1,0
6421,Alexis,Garcia,Family Membership,10,4,3
6422,Jessica,Harris,Student Membership,10,4,2
6423,Patrick,Hunter,Family Membership,10,5,2
6424,William,Ball,Student Membership,10,4,3
6425,Maria,Jones,Family Membership,10,2,3
6426,Shari,Pittman,Individual Membership,5,5,0
6427,Rebecca,Bowers,Student Membership,10,3,5
6428,Ronald,Rivera,Family Membership,10,2,4
6429,Daniel,Wallace,Family Membership,10,4,4
6430,Alexis,Hawkins,Student Membership,10,2,0
6431,Jonathan,Allison,Student Membership,10,4,5
6432,Susan,Patrick,Individual Membership,5,4,3
6433,Lauren,Morrison,Individual Membership,5,2,2
6434,Heather,Thompson,Family Membership,10,1,2
6435,Ariel,Foster,Individual Membership,5,5,3
6436,Joshua,Booker,Family Membership,10,2,5
6437,Sarah,Brown,Individual Membership,5,5,1
6438,Nicole,Farrell,Student Membership,10,4,3
6439,Ronald,Gomez,Student Membership,10,2,3
6440,Johnny,Patton,Family Membership,10,4,2
6441,Amy,Pierce,Student Membership,10,4,0
6442,David,Arnold,Individual Membership,5,5,5
6443,Kendra,Perez,Individual Membership,5,1,2
6444,William,Hughes,Individual Membership,5,5,5
6445,Nicholas,Ellis,Individual Membership,5,4,3
6446,Kelsey,Galvan,Family Membership,10,1,1
6447,Scott,Odonnell,Individual Membership,5,3,2
6448,Jessica,Barnes,Student Membership,10,2,0
6449,Sherry,Anderson,Family Membership,10,4,4
6450,Teresa,Wheeler,Individual Membership,5,1,4
6451,Elizabeth,Meyer,Individual Membership,5,3,0
6452,Tiffany,Riley,Individual Membership,5,3,2
6453,Dawn,Fuller,Individual Membership,5,4,3
6454,Michael,Lewis,Student Membership,10,4,2
6455,Jacob,Wiley,Individual Membership,5,4,1
6456,Lisa,Braun,Individual Membership,5,1,2
6457,Jamie,Sanchez,Family Membership,10,1,2
6458,Austin,Johnson,Family Membership,10,2,0
6459,Amy,Hahn,Individual Membership,5,1,0
6460,Michelle,Nelson,Individual Membership,5,5,2
6461,Kayla,Cruz,Student Membership,10,3,3
6462,Kathryn,Maxwell,Family Membership,10,2,1
6463,Andrea,Cohen,Student Membership,10,5,3
6464,Lisa,Lynch,Individual Membership,5,4,2
6465,Andrew,Wilkins,Individual Membership,5,5,5
6466,Melissa,Chen,Student Membership,10,2,0
6467,Colleen,Conner,Student Membership,10,3,5
6468,Ryan,Evans,Family Membership,10,3,2
6469,Justin,Schaefer,Student Membership,10,5,4
6470,Anthony,Williams,Individual Membership,5,4,1
6471,Andre,Brewer,Student Membership,10,2,1
6472,Cynthia,Clark,Family Membership,10,3,5
6473,Samantha,Wright,Family Membership,10,5,3
6474,Kevin,Lewis,Family Membership,10,1,2
6475,William,Lee,Individual Membership,5,1,5
6476,Elizabeth,Hughes,Family Membership,10,4,1
6477,Anthony,Conway,Student Membership,10,4,1
6478,Kayla,Wright,Individual Membership,5,1,5
6479,Robert,Smith,Individual Membership,5,2,1
6480,Heather,Levine,Student Membership,10,2,5
6481,Heidi,Robbins,Student Membership,10,2,5
6482,Judy,Gonzalez,Family Membership,10,5,1
6483,Louis,Hays,Family Membership,10,3,0
6484,Joy,Moran,Individual Membership,5,3,3
6485,Michael,Werner,Family Membership,10,5,0
6486,Richard,Shelton,Student Membership,10,2,2
6487,Ashley,Cooper,Student Membership,10,3,4
6488,Mark,Cowan,Student Membership,10,2,2
6489,Kara,Nelson,Family Membership,10,4,3
6490,David,Miller,Individual Membership,5,1,5
6491,Anthony,Walker,Student Membership,10,4,2
6492,Jake,Brewer,Student Membership,10,4,2
6493,Patrick,Mejia,Individual Membership,5,4,3
6494,Maria,Dudley,Family Membership,10,5,1
6495,Larry,Rodriguez,Family Membership,10,3,0
6496,Mark,Garcia,Family Membership,10,1,2
6497,Melissa,Cox,Individual Membership,5,1,5
6498,Ashley,Nunez,Individual Membership,5,3,1
6499,Leah,Davis,Student Membership,10,2,4
6500,Ashley,Briggs,Individual Membership,5,1,0
6501,James,Garcia,Student Membership,10,3,5
6502,Anthony,Morris,Family Membership,10,3,3
6503,Jordan,Bailey,Family Membership,10,2,2
6504,Parker,Perez,Family Membership,10,1,0
6505,Lisa,Richards,Student Membership,10,5,1
6506,Lisa,Hughes,Individual Membership,5,1,1
6507,Dominique,Richards,Student Membership,10,1,2
6508,John,Sims,Family Membership,10,2,5
6509,Courtney,Kelly,Individual Membership,5,2,0
6510,Eric,Bennett,Family Membership,10,1,5
6511,Joseph,Foster,Individual Membership,5,2,5
6512,Nathan,Delacruz,Family Membership,10,3,4
6513,Jacqueline,Montgomery,Student Membership,10,2,3
6514,Tyler,Wagner,Student Membership,10,1,4
6515,Michael,Cole,Individual Membership,5,4,0
6516,Douglas,Reynolds,Student Membership,10,1,4
6517,Loretta,Figueroa,Student Membership,10,1,5
6518,Jorge,Harris,Student Membership,10,5,4
6519,Martin,White,Family Membership,10,2,5
6520,Olivia,Campbell,Individual Membership,5,3,4
6521,Whitney,Ellis,Individual Membership,5,5,1
6522,Austin,Dougherty,Student Membership,10,4,2
6523,Frederick,Sosa,Family Membership,10,1,4
6524,David,Thomas,Individual Membership,5,2,3
6525,Jeanne,Griffith,Individual Membership,5,4,3
6526,Monica,Rodriguez,Individual Membership,5,3,3
6527,Jeffrey,Townsend,Family Membership,10,5,5
6528,Jessica,Ross,Family Membership,10,2,5
6529,Frank,Lopez,Individual Membership,5,5,1
6530,Brenda,Hardy,Student Membership,10,4,0
6531,Cheryl,Berry,Individual Membership,5,5,5
6532,David,Brown,Individual Membership,5,1,3
6533,Joshua,Mclaughlin,Family Membership,10,5,1
6534,Noah,Palmer,Family Membership,10,2,3
6535,Christian,Martinez,Family Membership,10,2,4
6536,Abigail,Jackson,Family Membership,10,2,4
6537,Angela,Johnson,Student Membership,10,5,4
6538,Cassandra,Moyer,Student Membership,10,5,5
6539,Gabrielle,Alvarez,Family Membership,10,4,5
6540,Matthew,Phillips,Individual Membership,5,4,1
6541,Jasmine,Arnold,Family Membership,10,2,2
6542,Michelle,Solis,Family Membership,10,5,0
6543,Kevin,Clark,Family Membership,10,5,1
6544,Allison,Byrd,Individual Membership,5,4,2
6545,Christian,Hale,Individual Membership,5,4,1
6546,Carlos,Gibson,Family Membership,10,3,1
6547,Sandra,Jones,Student Membership,10,1,1
6548,Amanda,Cooper,Individual Membership,5,1,2
